Month,Distribution channel,Region,Division,Type of product,Total volume,Free of charge (Volume),Sales return volume,Actual sales volume,Sales amount
2025-02-01,GT,South,RAC,Non Inverter,886.0,0.0,0.0,886.0,4.243999794
2025-02-01,GT,South,RAC,Inverter,7250.0,0.0,0.0,7250.0,39.568634015
2025-02-01,GT,South,Others,Water purifier,308.0,0.0,0.0,308.0,1.12175252
2025-02-01,GT,South,Others,Electric fan,60.0,12.0,0.0,48.0,0.034636356
2025-02-01,GT,South,Washing Machine,Dryer Machine,40.0,0.0,0.0,40.0,0.18
2025-02-01,GT,South,Washing Machine,Front load,220.0,0.0,0.0,220.0,1.13927269
2025-02-01,GT,South,Washing Machine,Top load,460.0,0.0,0.0,460.0,1.63340898
2025-02-01,GT,South,Television,Small size,1950.0,0.0,0.0,1950.0,8.0775003
2025-02-01,GT,South,Television,Large size,142.0,2.0,0.0,140.0,0.93545452
2025-02-01,GT,South,Refrigerator,Multi doors,15.0,0.0,0.0,15.0,0.135
2025-02-01,GT,South,Refrigerator,Side by Side,6.0,1.0,0.0,5.0,0.04090909
2025-02-01,GT,Middle,RAC,Non Inverter,1755.0,0.0,0.0,1755.0,7.732908739
2025-02-01,GT,Middle,RAC,Inverter,7143.0,2.0,0.0,7141.0,41.416863262
2025-02-01,GT,Middle,Others,Water purifier,149.0,0.0,0.0,149.0,0.538770701
2025-02-01,GT,Middle,Washing Machine,Front load,38.0,0.0,0.0,38.0,0.178454542
2025-02-01,GT,Middle,Washing Machine,Top load,120.0,0.0,0.0,120.0,0.442045425
2025-02-01,GT,Middle,Television,Small size,1525.0,0.0,0.0,1525.0,6.503863965
2025-02-01,GT,Middle,Television,Large size,5.0,0.0,0.0,5.0,0.03340909
2025-02-01,GT,Middle,Refrigerator,Multi doors,36.0,0.0,0.0,36.0,0.375545457
2025-02-01,GT,Middle,Refrigerator,Side by Side,9.0,0.0,0.0,9.0,0.07490909
2025-02-01,MT,North,RAC,Non Inverter,59.0,0.0,0.0,59.0,0.671799812
2025-02-01,MT,North,RAC,Inverter,959.0,0.0,0.0,959.0,6.781393101
2025-02-01,MT,North,Washing Machine,Dryer Machine,681.0,0.0,0.0,681.0,3.197328
2025-02-01,MT,North,Washing Machine,Front load,628.0,0.0,1.0,626.0,3.313617057
2025-02-01,MT,North,Washing Machine,Top load,458.0,0.0,1.0,456.0,1.389833486
2025-02-01,MT,North,Television,Small size,21.0,0.0,0.0,21.0,0.097883638
2025-02-01,MT,North,Television,Large size,22.0,0.0,0.0,22.0,0.151839996
2025-02-01,MT,North,Refrigerator,Mini,15.0,0.0,0.0,15.0,0.035235
2025-02-01,MT,North,Refrigerator,Multi doors,17.0,0.0,0.0,17.0,0.185949366
2025-02-01,MT,North,Refrigerator,Side by Side,45.0,0.0,0.0,45.0,0.467105
2025-02-01,MT,South,CAC,Others,6.0,0.0,0.0,6.0,0.154327274
2025-02-01,MT,South,RAC,Non Inverter,31.0,0.0,0.0,31.0,0.290995363
2025-02-01,MT,South,RAC,Inverter,15116.0,0.0,16.0,15084.0,100.894716402
2025-02-01,MT,South,Washing Machine,Dryer Machine,35.0,0.0,0.0,35.0,0.15812
2025-02-01,MT,South,Washing Machine,Front load,321.0,0.0,0.0,321.0,1.859478005
2025-02-01,MT,South,Washing Machine,Dryer machine,2.0,0.0,2.0,-2.0,-0.013076364
2025-02-01,MT,South,Washing Machine,Top load,864.0,0.0,0.0,864.0,2.667784646
2025-02-01,MT,South,Television,Small size,2059.0,0.0,2.0,2055.0,7.848266451
2025-02-01,MT,South,Television,Large size,104.0,0.0,1.0,102.0,0.705432709
2025-02-01,MT,South,Refrigerator,Bottom freezer,1.0,0.0,1.0,-1.0,-0.007265455
2025-02-01,MT,South,Refrigerator,Multi doors,21.0,0.0,0.0,21.0,0.250947813
2025-02-01,MT,South,Refrigerator,Side by Side,146.0,0.0,0.0,146.0,1.435339994
2025-02-01,MT,Middle,RAC,Non Inverter,10.0,0.0,0.0,10.0,0.11692909
2025-02-01,MT,Middle,RAC,Inverter,826.0,0.0,0.0,826.0,5.02663916
2025-02-01,MT,Middle,Washing Machine,Dryer Machine,8.0,0.0,0.0,8.0,0.036934
2025-02-01,MT,Middle,Washing Machine,Front load,7.0,0.0,0.0,7.0,0.038639091
2025-02-01,MT,Middle,Washing Machine,Top load,83.0,0.0,0.0,83.0,0.263761077
2025-02-01,MT,Middle,Television,Small size,280.0,0.0,0.0,280.0,1.099889038
2025-02-01,MT,Middle,Television,Large size,5.0,0.0,0.0,5.0,0.03450909
2025-02-01,MT,Middle,Refrigerator,Side by Side,14.0,0.0,0.0,14.0,0.14317273
2025-02-01,Retail,North,RAC,Non Inverter,41.0,0.0,0.0,41.0,0.18631546
2025-02-01,Retail,North,RAC,Inverter,104.0,2.0,6.0,96.0,0.503968166
2025-02-01,Retail,North,Others,Electric fan,40.0,40.0,0.0,0.0,0.0
2025-02-01,Retail,North,Others,Air purifier,10.0,2.0,0.0,8.0,0.017809092
2025-02-01,Retail,North,Washing Machine,Dryer Machine,129.0,0.0,0.0,129.0,0.658974523
2025-02-01,Retail,North,Washing Machine,Front load,142.0,1.0,5.0,136.0,0.685740004
2025-02-01,Retail,North,Washing Machine,Top load,98.0,1.0,1.0,96.0,0.299729099
2025-02-01,Retail,North,Television,Small size,8.0,0.0,1.0,7.0,0.027171819
2025-02-01,Retail,North,Television,Large size,24.0,1.0,3.0,19.0,0.118063634
2025-02-01,Retail,North,Refrigerator,Multi doors,1.0,0.0,0.0,1.0,0.009381818
2025-02-01,Retail,North,Refrigerator,Side by Side,28.0,0.0,0.0,28.0,0.275316359
2025-02-01,Retail,South,RAC,Non Inverter,10.0,0.0,0.0,9.0,0.044897273
2025-02-01,Retail,South,RAC,Inverter,24.0,1.0,0.0,23.0,0.131634546
2025-02-01,Retail,South,Others,Air purifier,1.0,0.0,0.0,1.0,0.002059091
2025-02-01,Retail,South,Washing Machine,Front load,15.0,0.0,0.0,15.0,0.079191817
2025-02-01,Retail,South,Washing Machine,Dryer machine,23.0,0.0,0.0,23.0,0.156448178
2025-02-01,Retail,South,Washing Machine,Top load,23.0,0.0,0.0,22.0,0.073333637
2025-02-01,Retail,South,Television,Small size,5.0,4.0,0.0,1.0,0.005609091
2025-02-01,Retail,South,Television,Large size,2.0,1.0,0.0,1.0,0.006427273
2025-02-01,Retail,South,Refrigerator,Multi doors,1.0,0.0,0.0,1.0,0.009381818
2025-02-01,Retail,South,Refrigerator,Side by Side,22.0,0.0,0.0,22.0,0.214724544
2025-02-01,Retail,Middle,RAC,Non Inverter,2.0,0.0,0.0,2.0,0.009256364
2025-02-01,Retail,Middle,RAC,Inverter,12.0,1.0,0.0,11.0,0.056589995
2025-02-01,Retail,Middle,Washing Machine,Front load,1.0,0.0,0.0,1.0,0.004957273
2025-02-01,Retail,Middle,Washing Machine,Dryer machine,5.0,0.0,0.0,5.0,0.03140909
2025-02-01,Retail,Middle,Washing Machine,Top load,2.0,0.0,0.0,2.0,0.005981818
2025-02-01,Retail,Middle,Television,Small size,3.0,3.0,0.0,0.0,0.0
2025-02-01,Retail,Middle,Television,Large size,3.0,1.0,0.0,2.0,0.012854546
2025-03-01,GT,North,Others,Electric fan,196.0,20.0,0.0,176.0,0.126999972
2025-03-01,GT,North,Others,Water purifier,163.0,0.0,0.0,163.0,0.46408037
2025-03-01,GT,North,Refrigerator,Side by Side,90.0,0.0,0.0,90.0,0.76181818
2025-03-01,GT,North,Television,Large size,40.0,0.0,0.0,40.0,0.31818182
2025-03-01,GT,North,Television,Small size,80.0,10.0,0.0,70.0,0.33409089
2025-03-01,GT,North,Washing Machine,Front load,140.0,0.0,0.0,140.0,0.7381818
2025-03-01,GT,North,Washing Machine,Top load,465.0,0.0,0.0,465.0,1.524999925
2025-03-01,GT,North,RAC,Inverter,15761.0,0.0,20.0,15741.0,98.920223934
2025-03-01,GT,North,RAC,Non inverter,18563.0,0.0,20.0,18543.0,99.289267115
2025-03-01,GT,North,CAC,Other,717.0,0.0,0.0,717.0,15.010509049
2025-03-01,GT,South,Others,Electric fan,220.0,44.0,0.0,176.0,0.126999972
2025-03-01,GT,South,Others,Water purifier,184.0,0.0,0.0,184.0,0.787809475
2025-03-01,GT,South,Refrigerator,Mini,1.0,0.0,0.0,1.0,0.00145
2025-03-01,GT,South,Refrigerator,Multi doors,10.0,0.0,0.0,10.0,0.088495455
2025-03-01,GT,South,Refrigerator,Side by Side,99.0,0.0,0.0,99.0,0.807036346
2025-03-01,GT,South,Television,Large size,2.0,0.0,0.0,2.0,0.011127273
2025-03-01,GT,South,Television,Small size,382.0,0.0,0.0,382.0,1.583081855
2025-03-01,GT,South,Washing Machine,Dryer Machine,6.0,0.0,0.0,6.0,0.02545
2025-03-01,GT,South,Washing Machine,Front load,111.0,0.0,0.0,111.0,0.55324544
2025-03-01,GT,South,Washing Machine,Top load,244.0,0.0,0.0,244.0,0.829527218
2025-03-01,GT,South,RAC,Inverter,16757.0,12.0,0.0,16745.0,95.910633242
2025-03-01,GT,South,RAC,Non inverter,2561.0,0.0,0.0,2561.0,12.483044752
2025-03-01,GT,South,CAC,Other,206.0,0.0,0.0,206.0,4.86473634
2025-03-01,GT,Middle,Others,Electric fan,200.0,40.0,0.0,160.0,0.11545452
2025-03-01,GT,Middle,Refrigerator,Mini,20.0,0.0,0.0,20.0,0.05454546
2025-03-01,GT,Middle,Refrigerator,Multi doors,58.0,0.0,0.0,58.0,0.569727275
2025-03-01,GT,Middle,Refrigerator,Side by Side,42.0,0.0,0.0,42.0,0.357
2025-03-01,GT,Middle,Television,Small size,1.0,1.0,0.0,0.0,0.0
2025-03-01,GT,Middle,Washing Machine,Front load,95.0,0.0,0.0,95.0,0.532863625
2025-03-01,GT,Middle,Washing Machine,Top load,105.0,0.0,0.0,105.0,0.37681815
2025-03-01,GT,Middle,RAC,Inverter,5289.0,1322.0,0.0,3967.0,22.461090325
2025-03-01,GT,Middle,RAC,Non inverter,616.0,341.0,0.0,275.0,1.563909006
2025-03-01,GT,Middle,CAC,Other,66.0,0.0,0.0,66.0,1.338154535
2025-03-01,MT,North,Refrigerator,Mini,15.0,0.0,0.0,15.0,0.035235
2025-03-01,MT,North,Refrigerator,Multi doors,33.0,0.0,0.0,33.0,0.354948634
2025-03-01,MT,North,Refrigerator,Side by Side,246.0,0.0,0.0,246.0,2.660334584
2025-03-01,MT,North,Television,Large size,13.0,0.0,1.0,12.0,0.078109091
2025-03-01,MT,North,Television,Small size,58.0,0.0,1.0,57.0,0.194617284
2025-03-01,MT,North,Washing Machine,Dryer Machine,76.0,0.0,1.0,75.0,0.274468
2025-03-01,MT,North,Washing Machine,Front load,456.0,0.0,0.0,456.0,2.587840886
2025-03-01,MT,North,Washing Machine,Top load,373.0,0.0,0.0,373.0,1.167805051
2025-03-01,MT,North,RAC,Inverter,5184.0,0.0,10.0,5174.0,36.451295727
2025-03-01,MT,North,RAC,Non inverter,165.0,0.0,0.0,165.0,0.87128194
2025-03-01,MT,North,CAC,Other,1.0,0.0,0.0,1.0,0.015972727
2025-03-01,MT,South,Refrigerator,Multi doors,78.0,2.0,0.0,76.0,0.840778721
2025-03-01,MT,South,Refrigerator,Side by Side,569.0,0.0,3.0,566.0,5.983987489
2025-03-01,MT,South,Television,Large size,30.0,0.0,0.0,30.0,0.211194546
2025-03-01,MT,South,Television,Small size,2589.0,0.0,0.0,2589.0,9.675300551
2025-03-01,MT,South,Washing Machine,Dryer Machine,26.0,1.0,0.0,25.0,0.115817
2025-03-01,MT,South,Washing Machine,Front load,232.0,0.0,0.0,232.0,1.238782476
2025-03-01,MT,South,Washing Machine,Top load,756.0,0.0,0.0,756.0,2.499945109
2025-03-01,MT,South,RAC,Inverter,20261.0,0.0,9.0,20252.0,133.733315877
2025-03-01,MT,South,RAC,Non inverter,88.0,0.0,0.0,88.0,0.506823115
2025-03-01,MT,South,CAC,Other,8.0,0.0,0.0,8.0,0.202309092
2025-03-01,MT,Middle,Refrigerator,Multi doors,3.0,0.0,0.0,3.0,0.035078727
2025-03-01,MT,Middle,Refrigerator,Side by Side,49.0,0.0,0.0,49.0,0.533952538
2025-03-01,MT,Middle,Television,Large size,49.0,0.0,1.0,-1.0,-0.007265455
2025-03-01,MT,Middle,Television,Small size,291.0,0.0,0.0,291.0,1.126525559
2025-03-01,MT,Middle,Washing Machine,Top load,95.0,0.0,0.0,95.0,0.293691272
2025-03-01,MT,Middle,RAC,Inverter,2792.0,0.0,0.0,2792.0,18.506628678
2025-03-01,MT,Middle,RAC,Non inverter,13.0,0.0,0.0,13.0,0.087480541
2025-03-01,Retail,North,Others,Air purifier,2.0,2.0,0.0,0.0,0.0
2025-03-01,Retail,North,Others,Electric fan,119.0,96.0,10.0,13.0,0.021525455
2025-03-01,Retail,North,Others,Water purifier,7.0,6.0,0.0,1.0,0.005537037
2025-03-01,Retail,North,Refrigerator,Multi doors,4.0,0.0,0.0,4.0,0.039231818
2025-03-01,Retail,North,Refrigerator,Side by Side,58.0,0.0,2.0,56.0,0.532711811
2025-03-01,Retail,North,Television,Large size,11.0,1.0,2.0,8.0,0.053009092
2025-03-01,Retail,North,Television,Small size,16.0,3.0,0.0,13.0,0.054656365
2025-03-01,Retail,North,Washing Machine,Dryer Machine,102.0,0.0,9.0,93.0,0.447574543
2025-03-01,Retail,North,Washing Machine,Front load,146.0,0.0,22.0,124.0,0.75987545
2025-03-01,Retail,North,Washing Machine,Top load,291.0,0.0,11.0,280.0,0.893586337
2025-03-01,Retail,North,RAC,Inverter,308.0,6.0,14.0,288.0,1.702001808
2025-03-01,Retail,North,RAC,Non inverter,50.0,0.0,6.0,44.0,0.242959091
2025-03-01,Retail,South,Others,Electric fan,4.0,0.0,3.0,1.0,0.003137637
2025-03-01,Retail,South,Others,Water purifier,1.0,0.0,0.0,1.0,0.003847222
2025-03-01,Retail,South,Refrigerator,Multi doors,1.0,0.0,0.0,1.0,0.011809091
2025-03-01,Retail,South,Refrigerator,Side by Side,18.0,0.0,0.0,18.0,0.173318182
2025-03-01,Retail,South,Television,Large size,18.0,0.0,0.0,18.0,0.10060454
2025-03-01,Retail,South,Television,Small size,3.0,0.0,0.0,3.0,0.016345455
2025-03-01,Retail,South,Washing Machine,Dryer Machine,5.0,0.0,0.0,5.0,0.023521818
2025-03-01,Retail,South,Washing Machine,Dryer machine,42.0,0.0,2.0,40.0,0.265795454
2025-03-01,Retail,South,Washing Machine,Front load,72.0,0.0,1.0,71.0,0.372735448
2025-03-01,Retail,South,Washing Machine,Top load,63.0,0.0,0.0,63.0,0.203308181
2025-03-01,Retail,South,RAC,Inverter,246.0,1.0,4.0,241.0,1.245871818
2025-03-01,Retail,South,RAC,Non inverter,28.0,0.0,0.0,28.0,0.139079087
2025-03-01,Retail,Middle,Refrigerator,Side by Side,1.0,0.0,0.0,1.0,0.010295455
2025-03-01,Retail,Middle,Television,Large size,11.0,0.0,0.0,11.0,0.057679996
2025-03-01,Retail,Middle,Television,Small size,14.0,0.0,0.0,14.0,0.030260006
2025-03-01,Retail,Middle,Washing Machine,Dryer machine,33.0,0.0,1.0,32.0,0.206045448
2025-03-01,Retail,Middle,Washing Machine,Front load,3.0,0.0,0.0,3.0,0.016140909
2025-03-01,Retail,Middle,Washing Machine,Top load,5.0,0.0,0.0,5.0,0.017334546
2025-03-01,Retail,Middle,RAC,Inverter,30.0,0.0,0.0,30.0,0.156813638
2025-04-01,GT,North,Others,Water purifier,489.0,0.0,0.0,489.0,1.977653891
2025-04-01,GT,North,Refrigerator,Side by Side,204.0,0.0,0.0,204.0,1.681818152
2025-04-01,GT,North,Refrigerator,Multi doors,50.0,0.0,0.0,50.0,0.45
2025-04-01,GT,North,Television,Large size,100.0,0.0,0.0,100.0,0.79545455
2025-04-01,GT,North,Television,Small size,660.0,0.0,10.0,650.0,2.94272719
2025-04-01,GT,North,Washing Machine,Front load,496.0,5.0,1.0,485.0,2.543636285
2025-04-01,GT,North,Washing Machine,Top load,1257.0,0.0,0.0,1257.0,4.312545243
2025-04-01,GT,North,RAC,Inverter,39371.0,4017.0,222.0,31115.0,197.20040595
2025-04-01,GT,North,RAC,Non inverter,14498.0,529.0,2336.0,11104.0,58.552633371
2025-04-01,GT,North,CAC,Other,92.0,0.0,0.0,92.0,1.797109082
2025-04-01,GT,South,Others,Water purifier,185.0,0.0,0.0,185.0,0.961282636
2025-04-01,GT,South,Refrigerator,Mini,34.0,0.0,0.0,34.0,0.092727282
2025-04-01,GT,South,Refrigerator,Multi doors,50.0,0.0,0.0,50.0,0.45
2025-04-01,GT,South,Refrigerator,Side by Side,50.0,0.0,0.0,50.0,0.41545454
2025-04-01,GT,South,Television,Large size,40.0,0.0,0.0,40.0,0.32727272
2025-04-01,GT,South,Television,Small size,1060.0,0.0,100.0,960.0,4.12159092
2025-04-01,GT,South,Washing Machine,Dryer Machine,10.0,0.0,0.0,10.0,0.045
2025-04-01,GT,South,Washing Machine,Front load,66.0,0.0,0.0,66.0,0.359072714
2025-04-01,GT,South,Washing Machine,Top load,245.0,0.0,0.0,245.0,0.812727225
2025-04-01,GT,South,RAC,Inverter,8614.0,0.0,0.0,8614.0,49.615225043
2025-04-01,GT,South,RAC,Non inverter,315.0,0.0,0.0,315.0,2.00795445
2025-04-01,GT,South,CAC,Other,53.0,0.0,0.0,53.0,1.297781814
2025-04-01,GT,Middle,Refrigerator,Multi doors,30.0,0.0,0.0,30.0,0.298636365
2025-04-01,GT,Middle,Refrigerator,Side by Side,20.0,0.0,0.0,20.0,0.17
2025-04-01,GT,Middle,Television,Large size,10.0,0.0,0.0,10.0,0.08181818
2025-04-01,GT,Middle,Television,Small size,550.0,0.0,0.0,550.0,2.44090905
2025-04-01,GT,Middle,Washing Machine,Top load,10.0,0.0,0.0,10.0,0.03090909
2025-04-01,GT,Middle,RAC,Inverter,10180.0,0.0,28.0,10152.0,56.745807297
2025-04-01,GT,Middle,RAC,Non inverter,758.0,0.0,10.0,748.0,4.179999768
2025-04-01,MT,North,Others,Electric fan,96.0,0.0,0.0,96.0,0.083945446
2025-04-01,MT,North,Others,Water purifier,98.0,0.0,0.0,98.0,0.549967845
2025-04-01,MT,North,Refrigerator,Mini,4.0,0.0,0.0,4.0,0.009396
2025-04-01,MT,North,Refrigerator,Multi doors,10.0,0.0,0.0,10.0,0.110648546
2025-04-01,MT,North,Refrigerator,Side by Side,78.0,0.0,0.0,78.0,0.848465738
2025-04-01,MT,North,Television,Large size,15.0,3.0,0.0,9.0,0.034418673
2025-04-01,MT,North,Television,Small size,21.0,0.0,0.0,21.0,0.061157288
2025-04-01,MT,North,Washing Machine,Dryer Machine,6.0,1.0,0.0,4.0,0.018998
2025-04-01,MT,North,Washing Machine,Front load,484.0,0.0,0.0,484.0,2.631136966
2025-04-01,MT,North,Washing Machine,Top load,279.0,0.0,0.0,279.0,0.83331069
2025-04-01,MT,North,RAC,Inverter,9987.0,9.0,0.0,9969.0,70.727466247
2025-04-01,MT,North,RAC,Non inverter,571.0,0.0,0.0,571.0,2.813296471
2025-04-01,MT,North,CAC,Other,6.0,0.0,0.0,6.0,0.1391
2025-04-01,MT,South,Others,Electric fan,30.0,0.0,0.0,30.0,0.019490915
2025-04-01,MT,South,Others,Water purifier,5.0,0.0,0.0,5.0,0.016295455
2025-04-01,MT,South,Refrigerator,Mini,5.0,0.0,0.0,5.0,0.011745
2025-04-01,MT,South,Refrigerator,Multi doors,37.0,0.0,0.0,37.0,0.432230539
2025-04-01,MT,South,Refrigerator,Side by Side,393.0,1.0,0.0,391.0,4.189877249
2025-04-01,MT,South,Television,Large size,112.0,2.0,0.0,108.0,0.67858896
2025-04-01,MT,South,Television,Small size,87.0,0.0,0.0,87.0,0.275544311
2025-04-01,MT,South,Washing Machine,Dryer Machine,63.0,0.0,0.0,63.0,0.275943
2025-04-01,MT,South,Washing Machine,Front load,240.0,1.0,0.0,238.0,1.214963559
2025-04-01,MT,South,Washing Machine,Top load,612.0,1.0,0.0,610.0,1.885554214
2025-04-01,MT,South,RAC,Inverter,5777.0,10.0,0.0,5757.0,43.032500495
2025-04-01,MT,South,RAC,Non inverter,581.0,0.0,0.0,581.0,2.587893114
2025-04-01,MT,South,CAC,Other,18.0,0.0,0.0,18.0,0.480527998
2025-04-01,MT,Middle,Refrigerator,Multi doors,1.0,0.0,0.0,1.0,0.011692909
2025-04-01,MT,Middle,Refrigerator,Side by Side,37.0,0.0,0.0,37.0,0.40000054
2025-04-01,MT,Middle,Television,Large size,30.0,0.0,0.0,30.0,0.15056127
2025-04-01,MT,Middle,Television,Small size,23.0,0.0,0.0,23.0,0.082572573
2025-04-01,MT,Middle,Washing Machine,Dryer Machine,8.0,0.0,0.0,8.0,0.036816
2025-04-01,MT,Middle,Washing Machine,Front load,49.0,0.0,0.0,49.0,0.265963103
2025-04-01,MT,Middle,Washing Machine,Top load,61.0,0.0,0.0,61.0,0.195447285
2025-04-01,MT,Middle,RAC,Inverter,1542.0,0.0,0.0,1542.0,10.649750378
2025-04-01,MT,Middle,RAC,Non inverter,34.0,0.0,0.0,34.0,0.185540713
2025-04-01,Retail,North,Others,Air purifier,3.0,0.0,2.0,1.0,0.002845455
2025-04-01,Retail,North,Others,Electric fan,48.0,2.0,0.0,44.0,0.043102732
2025-04-01,Retail,North,Others,Water purifier,3.0,0.0,0.0,3.0,0.015887122
2025-04-01,Retail,North,Refrigerator,Mini,44.0,0.0,0.0,44.0,0.121186367
2025-04-01,Retail,North,Refrigerator,Multi doors,6.0,0.0,0.0,6.0,0.058290909
2025-04-01,Retail,North,Refrigerator,Side by Side,41.0,3.0,0.0,35.0,0.326531812
2025-04-01,Retail,North,Television,Large size,10.0,0.0,0.0,10.0,0.053531818
2025-04-01,Retail,North,Television,Small size,9.0,4.0,0.0,1.0,0.01013909
2025-04-01,Retail,North,Washing Machine,Dryer Machine,53.0,0.0,0.0,53.0,0.249765451
2025-04-01,Retail,North,Washing Machine,Front load,73.0,12.0,0.0,49.0,0.290657276
2025-04-01,Retail,North,Washing Machine,Top load,254.0,15.0,0.0,224.0,0.695680902
2025-04-01,Retail,North,RAC,Inverter,310.0,16.0,1.0,277.0,1.750006355
2025-04-01,Retail,North,RAC,Non inverter,64.0,6.0,0.0,52.0,0.298242733
2025-04-01,Retail,North,CAC,Other,1.0,0.0,0.0,1.0,0.023818182
2025-04-01,Retail,South,Others,Air purifier,1.0,0.0,0.0,1.0,0.003763636
2025-04-01,Retail,South,Others,Electric fan,17.0,0.0,0.0,17.0,0.017519093
2025-04-01,Retail,South,Refrigerator,Mini,22.0,0.0,0.0,22.0,0.060618184
2025-04-01,Retail,South,Refrigerator,Multi doors,3.0,0.0,0.0,3.0,0.03836091
2025-04-01,Retail,South,Refrigerator,Side by Side,14.0,1.0,0.0,12.0,0.114936364
2025-04-01,Retail,South,Television,Large size,13.0,1.0,0.0,11.0,0.075395456
2025-04-01,Retail,South,Television,Small size,22.0,0.0,0.0,22.0,0.081432719
2025-04-01,Retail,South,Washing Machine,Dryer Machine,11.0,0.0,0.0,11.0,0.05455
2025-04-01,Retail,South,Washing Machine,Dryer machine,3.0,0.0,0.0,3.0,0.019154545
2025-04-01,Retail,South,Washing Machine,Front load,152.0,10.0,0.0,132.0,0.704779993
2025-04-01,Retail,South,Washing Machine,Top load,134.0,5.0,0.0,124.0,0.389085451
2025-04-01,Retail,South,RAC,Inverter,391.0,27.0,0.0,337.0,1.98979998
2025-04-01,Retail,South,RAC,Non inverter,48.0,2.0,0.0,44.0,0.231501822
2025-04-01,Retail,Middle,Others,Electric fan,1.0,0.0,0.0,1.0,0.0007
2025-04-01,Retail,Middle,Refrigerator,Multi doors,1.0,0.0,0.0,1.0,0.011809091
2025-04-01,Retail,Middle,Refrigerator,Side by Side,16.0,1.0,0.0,14.0,0.130054544
2025-04-01,Retail,Middle,Television,Large size,2.0,0.0,0.0,2.0,0.0102
2025-04-01,Retail,Middle,Television,Small size,7.0,0.0,0.0,7.0,0.020430911
2025-04-01,Retail,Middle,Washing Machine,Dryer Machine,2.0,0.0,0.0,2.0,0.008662727
2025-04-01,Retail,Middle,Washing Machine,Dryer machine,17.0,0.0,0.0,17.0,0.106845451
2025-04-01,Retail,Middle,Washing Machine,Front load,10.0,0.0,0.0,10.0,0.056836363
2025-04-01,Retail,Middle,Washing Machine,Top load,5.0,1.0,0.0,3.0,0.009971819
2025-04-01,Retail,Middle,RAC,Inverter,69.0,1.0,0.0,67.0,0.358089098
2025-04-01,Retail,Middle,RAC,Non inverter,10.0,0.0,0.0,10.0,0.040884545
2025-05-01,GT,North,CAC,Other,573.0,0.0,1.0,572.0,11.065554656
2025-05-01,GT,North,RAC,Non inverter,28253.0,4423.0,0.0,23830.0,117.563447838
2025-05-01,GT,North,RAC,Inverter,36499.0,7.0,80.0,36412.0,252.446952185
2025-05-01,GT,North,Washing Machine,Dryer Machine,36499.0,0.0,430.0,-430.0,-1.935
2025-05-01,GT,North,Washing Machine,Front load,1800.0,0.0,668.0,1132.0,6.296318027
2025-05-01,GT,North,Washing Machine,Top load,2172.0,0.0,508.0,1664.0,6.204363235
2025-05-01,GT,North,Television,Small size,3140.0,0.0,376.0,2764.0,11.98063581
2025-05-01,GT,North,Television,Large size,335.0,0.0,659.0,-324.0,-1.664681592
2025-05-01,GT,North,Refrigerator,Multi doors,440.0,0.0,19.0,421.0,3.886090788
2025-05-01,GT,North,Refrigerator,Side by Side,670.0,0.0,36.0,634.0,5.305181652
2025-05-01,GT,South,CAC,Other,407.0,0.0,0.0,407.0,9.860145454
2025-05-01,GT,South,RAC,Non inverter,159.0,39.0,0.0,120.0,0.75636362
2025-05-01,GT,South,RAC,Inverter,3947.0,1947.0,0.0,2000.0,12.963636
2025-05-01,GT,South,Washing Machine,Dryer Machine,15.0,0.0,0.0,15.0,0.068181825
2025-05-01,GT,South,Washing Machine,Front load,135.0,0.0,0.0,135.0,0.743181805
2025-05-01,GT,South,Washing Machine,Top load,250.0,0.0,0.0,250.0,0.90181811
2025-05-01,GT,South,Television,Small size,769.0,299.0,0.0,470.0,1.794363542
2025-05-01,GT,South,Television,Large size,30.0,0.0,0.0,30.0,0.25909092
2025-05-01,GT,South,Refrigerator,Multi doors,80.0,0.0,0.0,80.0,0.74181816
2025-05-01,GT,South,Refrigerator,Side by Side,70.0,0.0,0.0,70.0,0.57909089
2025-05-01,GT,Middle,CAC,Other,87.0,0.0,0.0,87.0,1.944818187
2025-05-01,GT,Middle,RAC,Non inverter,20.0,0.0,0.0,20.0,0.22727272
2025-05-01,GT,Middle,RAC,Inverter,432.0,0.0,0.0,432.0,2.527818084
2025-05-01,GT,Middle,Washing Machine,Front load,195.0,0.0,0.0,195.0,1.17454544
2025-05-01,GT,Middle,Washing Machine,Top load,282.0,0.0,0.0,282.0,1.075727175
2025-05-01,GT,Middle,Television,Small size,435.0,0.0,0.0,435.0,1.929999945
2025-05-01,GT,Middle,Television,Large size,40.0,0.0,0.0,40.0,0.32727274
2025-05-01,GT,Middle,Refrigerator,Mini,15.0,0.0,0.0,15.0,0.040909095
2025-05-01,GT,Middle,Refrigerator,Multi doors,70.0,0.0,0.0,70.0,0.66545453
2025-05-01,GT,Middle,Refrigerator,Side by Side,72.0,0.0,0.0,72.0,0.603818164
2025-05-01,MT,North,CAC,Other,51.0,0.0,0.0,51.0,0.652519229
2025-05-01,MT,North,RAC,Non inverter,720.0,0.0,0.0,720.0,3.318774659
2025-05-01,MT,North,RAC,Inverter,7202.0,2.0,18.0,7182.0,48.683982795
2025-05-01,MT,North,Others,Inverter,14.0,0.0,0.0,14.0,0.051305644
2025-05-01,MT,North,Others,Electric fan,56.0,0.0,0.0,56.0,0.037520012
2025-05-01,MT,North,Washing Machine,Dryer Machine,6.0,0.0,0.0,6.0,0.028202
